#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
516,570,465,224,252,239,195,222,,0
516,571,466,224,251,240,196,221,,0
518,572,467,224,252,240,196,222,,0
518,573,468,225,253,241,196,223,,0
520,573,468,226,253,242,197,225,,0
521,574,469,227,252,242,197,224,,0
521,575,471,227,253,242,198,224,,0
522,576,471,226,253,243,197,225,,0
519,573,467,226,255,243,198,223,,0
514,569,463,224,256,243,198,223,,0
512,567,461,224,256,245,198,223,,0
513,568,461,223,256,244,199,223,,0
514,568,463,224,257,245,200,224,,0
515,569,465,225,256,244,199,225,,0
518,572,466,227,256,244,199,225,,0
520,574,467,225,256,244,199,225,,0
520,574,468,227,256,245,198,225,,0
520,574,468,226,256,245,198,225,,0
520,574,469,227,256,244,198,224,,0
520,575,469,226,256,245,199,225,,0
521,575,470,227,255,245,199,225,,0
522,577,471,227,255,245,198,225,,0
523,576,472,228,256,245,199,226,,0
524,578,473,228,256,246,198,227,,0
524,578,472,229,255,245,199,226,,0
525,578,473,229,255,245,199,226,,0
525,579,473,229,256,245,199,226,,0
524,579,473,228,256,246,200,226,,0
520,575,468,227,257,247,201,225,,0
517,571,465,226,258,248,200,225,,0
516,571,464,226,258,248,200,225,,0
516,571,466,226,257,247,200,225,,0
518,572,466,226,256,246,199,225,,0
519,573,468,226,257,246,199,225,,0
520,576,470,227,256,246,199,225,,0
521,575,470,227,257,247,200,225,,0
521,575,470,228,256,246,199,225,,0
522,575,470,228,256,246,199,225,,0
522,577,471,228,256,246,199,226,,0
523,577,472,228,256,245,199,227,,0
524,579,473,229,256,246,199,226,,0
525,579,473,229,256,246,198,226,,0
525,579,474,229,256,247,200,226,,0
526,580,475,230,255,246,199,226,,0
526,581,475,230,255,247,200,228,,0
527,581,477,231,256,247,199,227,,0
526,580,474,229,256,247,200,227,,0
521,575,470,228,258,248,201,226,,0
516,572,466,226,258,247,200,226,,0
516,572,466,226,258,248,200,226,,0
517,573,466,227,258,247,201,227,,0
518,573,468,227,257,246,200,225,,0
519,573,468,228,256,247,198,226,,0
520,576,471,228,256,246,199,226,,0
521,576,471,228,256,246,198,225,,0
521,577,471,228,256,246,199,225,,0
521,576,471,227,256,246,199,225,,0
522,578,473,229,256,247,199,227,,0
523,578,473,229,256,246,199,226,,0
524,580,475,230,256,247,199,227,,0
525,580,475,231,255,247,198,227,,0
525,580,477,230,255,246,199,227,,0
526,581,476,230,256,246,199,227,,0
526,582,477,231,256,246,199,227,,0
527,582,476,231,256,246,198,228,,0
527,582,477,232,256,247,200,228,,0
524,579,472,230,258,248,200,228,,0
519,573,468,229,257,249,201,227,,0
517,571,466,227,258,248,201,227,,0
517,573,467,228,258,249,201,227,,0
518,574,469,228,258,248,201,227,,0
520,575,469,228,257,247,200,227,,0
521,576,472,229,257,247,200,227,,0
523,577,472,230,256,247,199,227,,0
523,578,472,230,258,247,200,228,,0
525,579,474,230,257,247,200,228,,1
525,580,474,232,257,248,200,228,,1
525,581,474,232,256,248,200,228,,1
528,582,476,232,257,248,200,229,,1
528,582,477,232,256,248,200,229,,1
529,583,477,232,258,248,202,227,,1
519,571,469,227,263,249,204,224,,1
513,563,465,226,267,252,206,221,,1
512,562,463,225,272,256,209,219,,1
511,558,461,224,279,260,214,217,,1
509,553,460,224,284,265,218,215,,1
504,546,456,221,292,270,222,212,,1
498,541,451,219,299,277,227,212,,1
494,536,448,217,306,283,232,211,,1
492,534,448,217,311,286,236,211,,1
491,531,448,217,316,291,239,211,,1
492,532,449,218,320,295,245,213,,1
493,531,452,220,327,304,251,214,,1
494,532,455,222,336,314,260,217,,1
493,529,454,224,347,328,270,219,,1
493,528,456,228,358,347,286,225,,1
496,533,463,238,372,367,304,232,,1
505,541,474,251,385,382,320,240,,1
514,550,485,268,396,394,332,247,,1
523,559,497,286,408,403,343,253,,1
531,566,509,304,417,412,354,262,,1
541,577,524,325,430,424,366,273,,1
553,590,540,348,442,430,378,281,,1
564,601,554,367,451,432,385,289,,1
571,609,564,382,458,438,393,298,,1
579,616,573,395,465,444,400,306,,1
585,622,581,405,471,450,405,312,,1
591,627,588,414,476,457,412,319,,1
598,634,595,423,481,466,419,326,,1
605,639,601,426,485,472,425,336,,1
613,644,606,429,488,476,429,341,,1
616,647,609,433,490,481,433,347,,1
620,649,612,437,493,485,436,352,,1
624,650,614,439,494,488,439,355,,1
624,651,617,444,496,493,441,357,,1
626,651,617,450,498,497,442,356,,1
625,650,620,455,499,502,444,354,,1
627,651,621,460,501,504,445,354,,1
625,652,622,465,502,512,447,353,,1
626,652,624,471,503,517,450,353,,1
627,652,626,476,505,522,452,355,,1
629,653,629,480,506,524,454,357,,1
630,654,632,485,507,529,457,357,,1
631,654,634,489,509,533,458,358,,1
631,655,635,493,510,537,459,358,,1
631,655,636,498,512,540,460,358,,1
632,655,638,501,514,543,463,360,,1
633,656,640,506,514,544,464,360,,1
633,655,641,509,514,546,463,358,,1
633,655,642,512,516,546,464,357,,1
633,656,642,513,516,547,466,361,,1
637,657,644,517,516,548,467,365,,1
640,658,646,521,518,548,469,366,,1
642,658,647,523,517,548,468,366,,1
643,658,649,527,519,548,469,367,,1
643,659,649,528,518,547,468,366,,1
642,659,650,530,518,544,466,361,,1
640,657,647,529,517,542,464,358,,1
638,657,648,530,517,541,463,356,,1
637,657,649,530,517,540,463,356,,1
637,658,648,531,517,541,464,357,,1
637,658,648,534,518,542,463,357,,1
637,657,649,537,518,546,465,358,,1
638,658,650,542,520,548,466,358,,1
638,658,650,544,521,550,466,359,,1
637,658,650,545,520,548,465,356,,1
636,658,650,546,520,547,465,355,,1
634,658,650,546,519,547,464,353,,1
634,658,648,546,519,546,464,353,,1
635,658,650,546,520,544,463,352,,1
634,658,650,546,519,544,463,351,,1
633,657,648,546,518,546,464,354,,1
634,658,648,548,521,549,467,359,,1
637,656,651,553,522,552,469,363,,1
640,659,651,556,523,553,470,364,,1
640,659,653,558,524,554,470,362,,1
638,659,651,558,524,553,469,361,,1
637,657,651,557,523,552,468,359,,1
636,658,651,557,525,552,468,358,,1
636,658,651,557,523,551,468,357,,1
634,658,651,556,522,551,467,356,,1
634,657,650,555,522,549,466,354,,1
632,657,650,554,521,549,465,353,,1
631,656,649,553,521,548,463,351,,1
630,657,648,552,520,547,463,350,,1
629,656,648,551,520,548,463,350,,1
627,655,646,550,520,547,462,349,,1
626,655,645,549,519,548,462,347,,1
624,655,645,548,518,548,461,346,,1
622,653,642,546,517,548,459,344,,1
618,653,638,542,514,547,458,343,,1
615,650,635,536,514,546,457,341,,1
614,649,631,531,512,545,455,340,,1
611,647,629,528,511,544,456,340,,1
611,648,629,528,511,545,458,343,,1
614,650,631,530,513,546,458,343,,1
615,649,632,532,513,546,458,344,,1
616,651,633,533,513,547,459,346,,1
618,652,635,537,515,547,461,346,,1
619,653,637,540,516,548,461,346,,1
619,652,637,540,515,547,459,344,,1
618,652,637,540,515,547,459,345,,1
618,651,636,540,516,548,460,343,,1
618,653,638,541,515,547,460,344,,1
618,652,637,541,516,546,459,344,,1
617,651,637,541,515,547,459,343,,1
617,652,638,541,515,548,459,343,,1
618,652,638,541,515,546,459,344,,1
619,653,639,543,516,547,460,345,,1
620,653,641,544,516,547,460,346,,1
621,654,642,546,518,548,462,348,,1
624,655,645,550,519,549,463,351,,1
624,655,646,554,520,551,463,352,,1
626,655,646,555,520,550,464,351,,1
625,654,647,555,521,550,464,351,,1
625,655,646,555,520,550,464,351,,1
626,655,646,555,520,550,465,351,,1
627,656,647,555,520,550,465,355,,1
629,656,647,557,522,551,466,357,,1
631,657,649,560,523,552,467,358,,1
632,657,649,561,523,553,468,360,,1
633,656,650,563,524,554,468,362,,0
633,656,650,566,524,554,469,361,,0
634,657,651,567,524,553,468,359,,0
632,657,651,566,524,552,467,359,,0
631,656,649,564,522,549,465,354,,0
628,656,647,557,516,532,454,346,,0
626,655,643,534,491,468,394,328,,0
615,649,614,449,453,417,348,324,,0
627,654,611,379,428,397,334,319,,0
609,647,578,329,392,370,309,298,,0
577,624,541,294,364,351,292,284,,0
558,611,521,274,351,341,284,276,,0
553,609,516,267,342,335,277,274,,0
556,617,520,265,334,329,273,275,,0
562,623,525,267,328,324,269,278,,0
567,629,531,267,323,321,267,280,,0
570,633,535,269,320,318,263,280,,0
573,634,537,270,316,316,262,282,,0
575,636,540,269,314,314,260,282,,0
574,637,538,269,314,313,259,282,,0
569,632,534,266,313,314,259,282,,0
566,630,531,265,312,313,258,282,,0
564,628,530,264,312,312,257,281,,0
564,628,529,264,311,312,257,281,,0
564,629,530,264,309,311,257,280,,0
565,629,532,263,309,310,255,280,,0
566,631,532,264,307,310,254,280,,0
566,632,533,264,308,308,252,278,,0
566,632,533,263,306,307,253,278,,0
565,630,533,263,306,308,252,276,,0
565,632,534,263,306,306,251,277,,0
565,630,533,263,306,307,251,276,,0
566,630,533,262,305,305,250,275,,0
565,631,534,264,304,306,249,275,,0
565,630,533,262,304,304,249,274,,0
566,631,534,262,304,304,248,274,,0
564,630,533,262,303,304,248,274,,0
564,630,533,262,302,303,247,273,,0
565,629,533,262,303,303,247,273,,0
565,629,533,262,302,302,247,272,,0
564,630,533,262,301,301,247,272,,0
564,629,533,261,301,302,245,271,,0
563,628,532,260,300,300,245,272,,0
562,627,530,260,301,300,245,271,,0
558,623,525,258,301,301,245,270,,0
555,619,523,257,301,301,246,270,,0
552,619,520,256,301,301,245,269,,0
553,617,520,254,301,300,246,270,,0
553,617,520,256,301,300,245,269,,0
553,618,521,255,300,300,244,268,,0
554,619,521,256,299,299,244,268,,0
555,618,521,256,300,298,243,267,,0
554,619,522,256,299,298,243,267,,0
554,619,522,254,299,297,243,266,,0
554,618,522,254,298,297,242,266,,0
553,618,522,254,297,296,241,267,,0
554,620,522,255,296,296,241,266,,0
554,620,522,254,297,296,241,266,,0
554,619,521,254,296,296,240,267,,0
554,619,522,253,296,295,240,265,,0
554,618,522,253,295,295,240,266,,0
554,619,521,254,296,295,240,265,,0
554,620,522,252,295,294,240,265,,0
554,619,522,252,296,294,240,265,,0
554,619,521,253,295,293,239,264,,0
554,619,521,253,294,294,239,264,,0
551,616,518,251,295,294,239,263,,0
547,611,513,250,296,294,239,261,,0
544,609,510,248,295,295,239,262,,0
544,609,508,248,296,294,240,261,,0
544,608,509,248,296,294,240,262,,0
544,609,509,247,294,293,239,261,,0
546,610,512,248,294,293,238,261,,0
546,610,513,248,293,293,238,261,,0
546,610,512,248,294,292,238,262,,0
546,610,511,248,294,293,238,261,,0
546,610,511,248,293,292,238,262,,0
545,610,512,247,293,291,238,260,,0
546,610,512,248,293,292,238,261,,0
545,611,512,247,292,291,237,260,,0
546,611,513,247,292,291,236,261,,0
546,611,512,246,292,292,237,260,,0
546,610,511,247,292,291,236,259,,0
546,611,511,246,292,291,236,259,,0
545,610,510,246,293,291,237,259,,0
545,611,511,246,292,291,236,259,,0
546,611,511,246,293,291,236,259,,0
544,609,509,245,293,291,236,258,,0
541,605,504,245,293,292,236,258,,0
538,601,502,242,294,293,237,258,,0
538,602,499,242,293,292,236,258,,0
536,601,500,242,293,292,238,258,,0
537,601,500,242,292,292,236,257,,0
537,601,501,242,293,291,235,257,,0
538,603,503,243,292,290,236,257,,0
539,603,503,243,292,291,236,256,,0
539,602,504,242,291,290,234,256,,0
538,603,503,242,292,291,235,257,,0
539,603,503,243,292,290,235,257,,0
539,604,504,242,291,289,235,255,,0
539,604,504,243,290,289,234,256,,0
540,604,505,242,291,289,235,255,,0
540,605,505,242,291,290,235,256,,0
540,605,505,242,290,288,234,256,,0
540,605,504,243,290,290,234,255,,0
540,604,504,242,290,289,234,256,,0
540,605,505,243,289,289,234,254,,0
539,603,503,242,290,289,234,254,,0
535,599,499,240,290,290,235,254,,0
533,597,496,240,291,290,235,255,,0
531,596,495,238,290,290,235,255,,0
532,596,495,239,290,290,234,254,,0
531,595,495,238,290,290,234,254,,0
533,596,495,238,289,289,234,254,,0
532,598,498,239,290,289,234,253,,0
533,597,497,240,288,289,233,253,,0
533,598,499,239,288,288,233,252,,0
534,599,497,240,288,289,233,253,,0
534,598,498,241,289,287,233,253,,0
534,598,499,240,288,288,233,253,,0
535,600,499,242,287,289,233,254,,0
535,600,500,241,288,287,233,255,,0
537,601,501,243,288,288,233,255,,0
536,601,502,243,288,288,233,256,,0
537,602,502,244,289,288,233,256,,0
537,602,504,245,289,288,234,257,,0
539,603,505,245,289,288,234,257,,1
540,604,505,246,289,289,234,258,,1
539,603,503,246,290,289,234,258,,1
537,599,500,244,290,290,235,259,,1
533,596,497,243,291,290,235,258,,1
532,596,495,241,291,290,236,257,,1
529,591,493,241,295,293,238,256,,1
526,589,491,239,297,294,240,255,,1
525,587,491,240,297,296,242,253,,1
524,583,492,241,301,300,245,251,,1
524,577,487,240,307,306,249,248,,1
518,569,482,238,313,311,254,245,,1
514,561,476,237,318,315,257,241,,1
512,557,475,237,322,319,259,239,,1
513,556,475,240,325,321,262,240,,1
515,556,478,243,330,325,266,242,,1
519,557,480,245,334,331,272,244,,1
519,558,482,249,341,337,277,245,,1
521,559,483,253,349,346,286,247,,1
525,559,486,258,360,359,298,252,,1
527,561,490,266,371,375,310,257,,1
531,566,498,275,382,390,324,264,,1
538,573,507,288,394,406,340,272,,1
548,582,519,304,406,418,353,280,,1
556,593,532,323,418,429,367,291,,1
569,605,549,347,431,439,377,299,,1
578,616,561,367,440,446,385,308,,1
587,625,574,387,450,452,393,315,,1
595,632,584,403,458,459,400,321,,1
602,638,593,420,464,465,408,328,,1
609,644,603,433,470,471,414,333,,1
614,648,609,442,475,477,418,337,,1
618,650,614,449,477,479,421,339,,1
621,650,617,456,479,485,424,341,,1
622,652,621,459,481,487,426,343,,1
626,653,624,462,482,487,426,343,,1
627,654,626,460,480,482,422,341,,1
628,655,626,454,475,474,413,338,,1
631,656,629,444,468,463,399,332,,1
631,655,625,427,462,458,392,325,,1
622,651,613,414,456,459,393,324,,1
617,648,608,415,458,466,399,327,,1
619,650,610,426,464,476,409,334,,1
623,652,617,443,470,484,417,338,,1
627,654,624,456,475,490,422,343,,1
631,656,629,466,480,497,429,346,,1
632,656,631,475,483,502,435,352,,1
638,657,637,485,488,508,440,357,,1
642,658,641,493,491,511,443,362,,1
643,658,645,499,494,515,446,363,,1
646,659,646,503,495,519,448,365,,1
646,659,647,506,497,521,450,366,,1
647,659,648,510,498,523,451,366,,1
647,659,649,512,500,523,453,366,,1
647,660,649,514,500,526,453,367,,1
649,660,651,516,500,521,451,367,,1
651,662,653,512,497,505,441,364,,1
651,661,653,505,494,503,437,362,,1
649,661,650,499,492,502,437,361,,1
648,660,649,495,492,504,439,360,,1
646,658,647,498,493,511,442,361,,1
646,659,647,502,495,515,445,362,,1
646,660,647,505,496,519,447,362,,1
646,658,647,509,497,520,448,363,,1
647,659,649,512,498,523,450,365,,1
647,659,650,515,499,521,449,364,,1
647,660,649,514,498,518,447,361,,1
647,659,649,512,496,517,445,359,,1
645,659,649,510,496,515,444,360,,1
645,659,648,509,496,517,445,363,,1
646,660,648,509,497,516,447,364,,1
647,659,648,510,497,517,446,363,,1
646,659,647,510,497,518,447,364,,1
646,660,648,511,498,518,448,362,,1
646,660,648,510,496,517,446,361,,1
645,659,648,511,496,519,446,360,,1
643,660,648,511,495,519,445,358,,1
644,659,646,510,495,519,445,359,,1
