#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
409,469,344,137,308,217,169,142,0
408,471,345,136,308,219,170,142,0
409,472,345,137,309,219,170,142,0
409,472,346,136,309,219,170,142,0
410,474,346,138,307,218,171,141,0
410,475,347,137,308,220,172,143,0
408,471,345,138,310,221,173,143,0
403,467,341,136,312,222,175,144,0
397,462,337,137,314,223,176,144,0
397,461,337,137,315,223,176,144,0
398,462,337,136,313,223,176,144,0
400,463,338,137,313,222,175,143,0
401,465,339,136,312,222,174,143,0
402,466,341,136,312,222,175,144,0
403,467,341,137,312,222,174,144,0
402,467,340,136,311,221,175,143,0
403,466,340,137,311,222,174,143,0
403,467,341,136,311,222,174,144,0
404,469,342,137,311,220,173,143,0
405,469,343,136,310,221,173,143,0
406,470,343,136,310,221,173,144,0
406,471,343,137,310,221,173,143,0
407,472,344,136,310,221,173,143,0
407,472,344,137,310,221,173,143,0
408,472,344,137,310,221,173,144,0
408,473,345,137,309,221,172,143,0
409,473,345,137,309,221,173,143,0
409,473,346,138,309,220,172,144,0
410,476,345,137,308,221,173,144,0
408,472,344,137,311,222,174,144,0
402,466,338,136,314,223,176,144,0
397,461,334,136,315,223,177,145,0
396,459,334,135,316,224,177,145,0
397,459,334,136,315,223,177,146,0
397,461,335,136,315,223,177,145,0
399,462,336,136,314,223,177,145,0
400,464,337,136,314,223,176,145,0
401,465,338,137,315,223,176,145,0
401,466,339,138,314,222,176,145,0
402,466,339,137,314,224,176,145,0
402,467,339,138,314,223,176,144,0
404,468,340,138,314,224,176,146,0
404,469,341,137,314,223,175,145,0
405,469,342,138,313,223,175,145,0
407,471,343,138,314,223,176,145,0
406,473,343,138,313,223,175,145,0
408,473,343,138,313,222,176,145,0
408,473,344,138,312,222,175,144,0
409,472,345,137,312,223,174,145,0
409,474,344,138,312,223,175,144,0
409,474,345,139,313,222,174,145,0
409,475,345,138,312,222,175,145,0
410,476,345,138,311,222,175,144,0
408,474,344,139,315,223,176,146,0
403,467,339,138,317,225,177,145,0
400,463,336,138,318,225,177,145,0
400,463,336,138,317,225,177,146,0
401,463,337,138,317,224,178,146,0
401,464,337,137,317,225,178,146,0
402,466,338,138,316,224,177,145,0
404,467,339,138,316,224,178,145,0
400,464,336,138,318,225,178,146,0
398,467,336,138,317,226,180,149,0
396,464,336,142,323,230,184,155,0
402,469,342,150,330,235,191,161,0
407,478,348,153,331,238,194,165,0
408,483,351,154,331,237,196,166,0
412,492,357,154,326,235,195,168,0
412,495,359,155,325,234,194,168,0
413,498,361,154,324,234,195,167,0
414,499,361,153,322,234,194,166,0
